거주동 코드,거주동 이름,근무동 코드,근무동 이름,출근_이동량,평균_이동시간_분,평균_이동거리_m,평균_이동거리_km,원본_행수,home_code8,work_code8,is_top80,목적지_순위,최종_가중치,is_internal
11230536,용신동,11260520,면목2동,717.71,26.95,4304.23,4.304,187,11230536,11260520,0,,,0
11650620,방배3동,11230536,용신동,716.39,58.83,11328.97,11.329,196,11650620,11230536,0,,,0
11230536,용신동,11170690,서빙고동,713.08,40.94,6879.78,6.88,199,11230536,11170690,0,,,0
11230536,용신동,11320514,창4동,709.36,47.17,8640.97,8.641,189,11230536,11320514,0,,,0
11230536,용신동,11260580,상봉1동,708.15,52.72,5517.33,5.517,189,11230536,11260580,0,,,0
11170580,효창동,11230536,용신동,706.73,52.97,6977.8,6.978,206,11170580,11230536,0,,,0
11545620,독산2동,11230536,용신동,705.08,95.02,16899.88,16.9,168,11545620,11230536,0,,,0
11230536,용신동,11740620,천호3동,703.61,46.26,9368.66,9.369,187,11230536,11740620,0,,,0
11710710,잠실6동,11230536,용신동,703.05,46.04,8863.34,8.863,227,11710710,11230536,0,,,0
11230536,용신동,11215750,중곡2동,700.1,32.28,4539.85,4.54,196,11230536,11215750,0,,,0
11500640,방화2동,11230536,용신동,699.74,83.86,19930.9,19.931,181,11500640,11230536,0,,,0
11440585,도화동,11230536,용신동,694.77,54.22,8577.14,8.577,201,11440585,11230536,0,,,0
11410555,북아현동,11230536,용신동,691.01,49.27,6491.73,6.492,210,11410555,11230536,0,,,0
11710540,마천1동,11230536,용신동,684.91,53.17,14241.27,14.241,183,11710540,11230536,0,,,0
11230536,용신동,11410615,연희동,682.64,86.44,8883.16,8.883,206,11230536,11410615,0,,,0
11230536,용신동,11110690,창신3동,677.22,38.51,1271.34,1.271,196,11230536,11110690,0,,,0
11500593,화곡8동,11230536,용신동,674.34,72.18,16741.15,16.741,227,11500593,11230536,0,,,0
11440740,상암동,11230536,용신동,670.71,67.43,12874.82,12.875,214,11440740,11230536,0,,,0
11230536,용신동,11170630,이촌1동,667.98,59.51,8429.79,8.43,189,11230536,11170630,0,,,0
11230536,용신동,11350640,상계2동,667.09,51.51,9580.77,9.581,182,11230536,11350640,0,,,0
11680655,도곡1동,11230536,용신동,663.02,63.55,9802.09,9.802,231,11680655,11230536,0,,,0
11620575,행운동,11230536,용신동,662.51,79.44,12252.65,12.253,186,11620575,11230536,0,,,0
11710590,송파2동,11230536,용신동,662.2,55.97,11232.21,11.232,177,11710590,11230536,0,,,0
11530720,고척1동,11230536,용신동,660.81,63.81,17099.72,17.1,197,11530720,11230536,0,,,0
11560700,대림1동,11230536,용신동,659.07,67.74,14817.5,14.818,183,11560700,11230536,0,,,0
11740700,둔촌2동,11230536,용신동,657.87,53.13,10734.97,10.735,216,11740700,11230536,0,,,0
11230536,용신동,11620725,조원동,654.76,68.51,15403.28,15.403,182,11230536,11620725,0,,,0
11710566,오륜동,11230536,용신동,649.14,49.77,10562.13,10.562,190,11710566,11230536,0,,,0
11620725,조원동,11230536,용신동,643.89,66.86,15149.49,15.149,197,11620725,11230536,0,,,0
11620715,난향동,11230536,용신동,642.73,96.33,16076.49,16.076,166,11620715,11230536,0,,,0
11230536,용신동,11305625,수유2동,641.14,56.3,7750.19,7.75,187,11230536,11305625,0,,,0
11440610,염리동,11230536,용신동,639.31,46.28,8063.84,8.064,210,11440610,11230536,0,,,0
11380551,갈현1동,11230536,용신동,639.29,58.67,11475.14,11.475,204,11380551,11230536,0,,,0
11650621,방배4동,11230536,용신동,638.42,58.53,9484.0,9.484,162,11650621,11230536,0,,,0
11530595,가리봉동,11230536,용신동,634.42,75.83,16129.3,16.129,195,11530595,11230536,0,,,0
11500605,가양3동,11230536,용신동,632.78,75.31,15379.64,15.38,178,11500605,11230536,0,,,0
11230536,용신동,11710670,잠실2동,629.56,58.95,8284.74,8.285,169,11230536,11710670,0,,,0
11230536,용신동,11260690,신내2동,628.06,40.52,6047.79,6.048,167,11230536,11260690,0,,,0
11230536,용신동,11230750,이문2동,627.95,32.35,4255.14,4.255,172,11230536,11230750,0,,,0
11500604,가양2동,11230536,용신동,615.43,81.71,15877.46,15.877,188,11500604,11230536,0,,,0
11560670,신길5동,11230536,용신동,613.97,67.64,13433.27,13.433,160,11560670,11230536,0,,,0
11140540,회현동,11230536,용신동,613.08,62.46,4711.93,4.712,207,11140540,11230536,0,,,0
11560560,당산2동,11230536,용신동,612.62,54.45,12417.42,12.417,198,11560560,11230536,0,,,0
11230536,용신동,11740560,고덕2동,610.2,57.0,11477.76,11.478,168,11230536,11740560,0,,,0
11230536,용신동,11290685,길음2동,605.43,37.13,3396.82,3.397,159,11230536,11290685,0,,,0
11230536,용신동,11305575,삼각산동,599.03,41.65,4854.43,4.854,165,11230536,11305575,0,,,0
11230536,용신동,11290650,정릉4동,596.71,43.9,4846.04,4.846,168,11230536,11290650,0,,,0
11470510,목1동,11230536,용신동,596.08,69.18,14934.76,14.935,167,11470510,11230536,0,,,0
11230536,용신동,11380570,대조동,595.84,51.27,9473.23,9.473,169,11230536,11380570,0,,,0
11560610,양평1동,11230536,용신동,588.52,61.19,13645.06,13.645,200,11560610,11230536,0,,,0
11710561,방이1동,11230536,용신동,587.09,51.14,10815.26,10.815,189,11710561,11230536,0,,,0
11230536,용신동,11710632,가락2동,584.91,50.99,11983.21,11.983,155,11230536,11710632,0,,,0
11620645,서원동,11230536,용신동,583.66,70.75,14133.49,14.133,155,11620645,11230536,0,,,0
11740550,고덕1동,11230536,용신동,581.53,80.45,10922.91,10.923,159,11740550,11230536,0,,,0
11230536,용신동,11290590,돈암2동,581.3,35.48,3428.3,3.428,154,11230536,11290590,0,,,0
11110530,사직동,11230536,용신동,578.57,40.01,4880.82,4.881,201,11110530,11230536,0,,,0
11230536,용신동,11740640,성내1동,578.35,55.44,9698.62,9.699,160,11230536,11740640,0,,,0
11230536,용신동,11440585,도화동,578.15,51.36,9003.48,9.003,160,11230536,11440585,0,,,0
11560720,대림3동,11230536,용신동,574.48,70.18,14647.31,14.647,174,11560720,11230536,0,,,0
11680720,일원본동,11230536,용신동,574.11,56.78,11333.29,11.333,164,11680720,11230536,0,,,0
11710632,가락2동,11230536,용신동,570.5,49.64,12557.27,12.557,155,11710632,11230536,0,,,0
11230536,용신동,11590530,상도1동,561.6,65.96,11117.03,11.117,153,11230536,11590530,0,,,0
11230536,용신동,11440680,합정동,559.55,55.75,10819.78,10.82,160,11230536,11440680,0,,,0
11500641,방화3동,11230536,용신동,558.67,78.67,19649.08,19.649,149,11500641,11230536,0,,,0
11230536,용신동,11740650,성내2동,556.56,50.43,8758.67,8.759,151,11230536,11740650,0,,,0
11230536,용신동,11590670,신대방1동,554.68,56.14,14090.78,14.091,154,11230536,11590670,0,,,0
11230536,용신동,11470510,목1동,553.44,70.57,14947.46,14.947,147,11230536,11470510,0,,,0
11230536,용신동,11215760,중곡3동,547.37,33.83,4450.47,4.45,161,11230536,11215760,0,,,0
11545710,시흥5동,11230536,용신동,542.75,77.26,17659.68,17.66,156,11545710,11230536,0,,,0
11680580,삼성1동,11230536,용신동,540.83,39.19,6835.81,6.836,188,11680580,11230536,0,,,0
11230536,용신동,11740550,고덕1동,538.82,47.24,10143.71,10.144,156,11230536,11740550,0,,,0
11230536,용신동,11200720,송정동,535.26,33.93,3583.96,3.584,147,11230536,11200720,0,,,0
11710510,풍납1동,11230536,용신동,534.57,57.97,8892.44,8.892,186,11710510,11230536,0,,,0
11230536,용신동,11680720,일원본동,525.5,54.81,11188.97,11.189,157,11230536,11680720,0,,,0
11230536,용신동,11350619,중계본동,522.33,38.11,9065.67,9.066,151,11230536,11350619,0,,,0
11470520,목2동,11230536,용신동,521.61,75.95,14505.78,14.506,156,11470520,11230536,0,,,0
11230536,용신동,11305645,우이동,516.1,44.04,8286.7,8.287,141,11230536,11305645,0,,,0
11230536,용신동,11710641,문정1동,509.78,68.13,13047.64,13.048,139,11230536,11710641,0,,,0
11230536,용신동,11290630,정릉2동,507.43,44.16,3810.97,3.811,144,11230536,11290630,0,,,0
11500591,화곡6동,11230536,용신동,499.89,63.99,16216.26,16.216,148,11500591,11230536,0,,,0
11230536,용신동,11440555,아현동,496.93,53.83,7711.29,7.711,142,11230536,11440555,0,,,0
11110600,가회동,11230536,용신동,489.51,33.65,3552.86,3.553,149,11110600,11230536,0,,,0
11230536,용신동,11530530,구로2동,487.22,65.01,16567.29,16.567,142,11230536,11530530,0,,,0
11230536,용신동,11110570,무악동,473.5,38.67,6457.48,6.457,133,11230536,11110570,0,,,0
11560680,신길6동,11230536,용신동,473.44,63.01,13938.9,13.939,136,11560680,11230536,0,,,0
11650520,서초2동,11230536,용신동,473.4,62.72,9689.31,9.689,167,11650520,11230536,0,,,0
11140570,필동,11230536,용신동,471.97,33.59,3896.0,3.896,161,11140570,11230536,0,,,0
11230536,용신동,11110550,부암동,471.67,45.48,7816.45,7.816,135,11230536,11110550,0,,,0
11230536,용신동,11380625,역촌동,470.82,77.53,11504.85,11.505,125,11230536,11380625,0,,,0
11230536,용신동,11350612,하계2동,469.76,49.03,7557.0,7.557,120,11230536,11350612,0,,,0
11470600,신월5동,11230536,용신동,469.24,71.87,17891.68,17.892,120,11470600,11230536,0,,,0
11650610,방배2동,11230536,용신동,468.3,75.09,11482.39,11.482,119,11650610,11230536,0,,,0
11230536,용신동,11650600,방배1동,466.92,62.49,10688.33,10.688,136,11230536,11650600,0,,,0
11230536,용신동,11410720,북가좌2동,465.55,60.76,10265.49,10.265,139,11230536,11410720,0,,,0
11230536,용신동,11170590,용문동,465.3,41.44,7981.57,7.982,124,11230536,11170590,0,,,0
11710531,거여1동,11230536,용신동,462.4,58.4,12794.33,12.794,139,11710531,11230536,0,,,0
11230536,용신동,11320515,창5동,459.35,40.86,8494.45,8.494,134,11230536,11320515,0,,,0
11230536,용신동,11110560,평창동,458.8,60.55,7230.66,7.231,129,11230536,11110560,0,,,0
11710550,마천2동,11230536,용신동,456.91,64.15,13908.46,13.908,123,11710550,11230536,0,,,0
11230536,용신동,11590520,노량진2동,445.65,48.55,10660.96,10.661,124,11230536,11590520,0,,,0
11230536,용신동,11710690,잠실4동,439.39,32.7,8641.15,8.641,126,11230536,11710690,0,,,0
11230536,용신동,11710566,오륜동,439.39,62.71,10327.5,10.327,124,11230536,11710566,0,,,0
11470530,목3동,11230536,용신동,437.14,72.94,14555.1,14.555,122,11470530,11230536,0,,,0
11560605,문래동,11230536,용신동,434.77,58.01,13982.89,13.983,133,11560605,11230536,0,,,0
11230536,용신동,11740540,명일2동,434.74,63.75,11095.26,11.095,117,11230536,11740540,0,,,0
11470670,신정6동,11230536,용신동,432.79,68.56,15969.55,15.97,116,11470670,11230536,0,,,0
11230536,용신동,11170510,후암동,428.17,48.54,6087.58,6.088,120,11230536,11170510,0,,,0
11230536,용신동,11380690,진관동,422.72,53.62,11841.85,11.842,128,11230536,11380690,0,,,0
11620685,신사동,11230536,용신동,419.62,77.47,14255.59,14.256,119,11620685,11230536,0,,,0
11230536,용신동,11500591,화곡6동,419.32,69.42,15905.32,15.905,120,11230536,11500591,0,,,0
11650660,내곡동,11230536,용신동,413.7,66.78,14671.38,14.671,125,11650660,11230536,0,,,0
11230536,용신동,11650570,반포2동,412.86,61.22,8268.9,8.269,112,11230536,11650570,0,,,0
11230536,용신동,11305660,인수동,409.39,46.48,7364.09,7.364,109,11230536,11305660,0,,,0
11680656,도곡2동,11230536,용신동,409.3,53.16,10090.18,10.09,132,11680656,11230536,0,,,0
11230536,용신동,11320522,도봉2동,403.47,39.32,11225.85,11.226,108,11230536,11320522,0,,,0
11530550,구로4동,11230536,용신동,401.46,67.8,15571.73,15.572,109,11530550,11230536,0,,,0
11230536,용신동,11305595,번1동,400.84,38.41,6757.52,6.758,112,11230536,11305595,0,,,0
11230536,용신동,11380551,갈현1동,395.53,48.91,11951.09,11.951,108,11230536,11380551,0,,,0
11230536,용신동,11710510,풍납1동,394.53,60.99,8954.96,8.955,112,11230536,11710510,0,,,0
11230536,용신동,11380650,수색동,392.2,78.32,13332.84,13.333,105,11230536,11380650,0,,,0
11230536,용신동,11260570,면목7동,384.51,38.31,4592.82,4.593,107,11230536,11260570,0,,,0
11545630,독산3동,11230536,용신동,382.76,111.55,15886.88,15.887,101,11545630,11230536,0,,,0
11680690,개포4동,11230536,용신동,382.27,51.58,10824.23,10.824,114,11680690,11230536,0,,,0
11230536,용신동,11410520,천연동,375.17,49.71,7106.41,7.106,106,11230536,11410520,0,,,0
11230536,용신동,11320690,방학1동,373.51,44.84,9751.82,9.752,106,11230536,11320690,0,,,0
11230536,용신동,11620695,신림동,373.39,62.59,14076.43,14.076,107,11230536,11620695,0,,,0
11230536,용신동,11320680,쌍문3동,371.21,62.52,8020.77,8.021,109,11230536,11320680,0,,,0
11230536,용신동,11350560,월계1동,355.55,42.83,5550.02,5.55,104,11230536,11350560,0,,,0
11230536,용신동,11215810,광장동,351.17,44.57,7306.5,7.307,99,11230536,11215810,0,,,0
11440700,망원2동,11230536,용신동,349.54,76.06,11348.77,11.349,91,11440700,11230536,0,,,0
11230536,용신동,11710580,송파1동,346.66,44.17,10400.21,10.4,95,11230536,11710580,0,,,0
11230536,용신동,11500604,가양2동,343.05,70.18,15734.68,15.735,97,11230536,11500604,0,,,0
11470590,신월4동,11230536,용신동,342.67,67.21,17865.29,17.865,90,11470590,11230536,0,,,0
11230536,용신동,11500641,방화3동,334.87,67.86,19032.76,19.033,91,11230536,11500641,0,,,0
11545700,시흥4동,11230536,용신동,331.61,87.24,16727.14,16.727,99,11545700,11230536,0,,,0
11230536,용신동,11470650,신정4동,331.0,61.83,16494.54,16.495,93,11230536,11470650,0,,,0
11230536,용신동,11170570,원효로2동,330.02,44.88,8149.77,8.15,88,11230536,11170570,0,,,0
11230536,용신동,11650590,방배본동,319.75,48.75,9508.11,9.508,90,11230536,11650590,0,,,0
11230536,용신동,11530510,신도림동,317.35,62.77,15149.53,15.15,93,11230536,11530510,0,,,0
11230536,용신동,11410690,남가좌1동,314.79,65.66,10725.34,10.725,83,11230536,11410690,0,,,0
11230536,용신동,11620575,행운동,313.03,75.64,12570.59,12.571,86,11230536,11620575,0,,,0
11230536,용신동,11620775,난곡동,310.3,75.65,15524.73,15.525,81,11230536,11620775,0,,,0
11230536,용신동,11290620,정릉1동,301.92,39.52,2927.3,2.927,87,11230536,11290620,0,,,0
11230536,용신동,11290770,장위2동,300.58,39.62,4500.91,4.501,85,11230536,11290770,0,,,0
11230536,용신동,11650621,방배4동,299.5,60.12,10178.54,10.179,90,11230536,11650621,0,,,0
11740590,암사3동,11230536,용신동,298.29,78.42,9340.15,9.34,92,11740590,11230536,0,,,0
11230536,용신동,11710590,송파2동,293.68,56.63,10342.72,10.343,83,11230536,11710590,0,,,0
11530790,수궁동,11230536,용신동,288.55,73.04,20695.3,20.695,93,11530790,11230536,0,,,0
11500603,가양1동,11230536,용신동,286.09,77.08,17347.86,17.348,80,11500603,11230536,0,,,0
11230536,용신동,11620605,은천동,285.9,62.09,13370.14,13.37,92,11230536,11620605,0,,,0
11170570,원효로2동,11230536,용신동,279.39,52.47,7951.7,7.952,96,11170570,11230536,0,,,0
11650600,방배1동,11230536,용신동,278.6,77.06,10354.94,10.355,95,11650600,11230536,0,,,0
11230536,용신동,11470530,목3동,278.33,69.26,16196.8,16.197,79,11230536,11470530,0,,,0
11230536,용신동,11320512,창2동,264.85,111.46,7686.41,7.686,74,11230536,11320512,0,,,0
11440710,연남동,11230536,용신동,262.46,47.56,9811.43,9.811,79,11440710,11230536,0,,,0
11680660,개포1동,11230536,용신동,261.8,74.57,11115.95,11.116,87,11680660,11230536,0,,,0
11110540,삼청동,11230536,용신동,260.67,48.38,4359.52,4.36,99,11110540,11230536,0,,,0
11230536,용신동,11680690,개포4동,256.55,63.26,11451.0,11.451,73,11230536,11680690,0,,,0
11230536,용신동,11740580,암사2동,254.59,41.9,8130.65,8.131,77,11230536,11740580,0,,,0
11230536,용신동,11260660,망우3동,254.48,48.62,5916.46,5.916,72,11230536,11260660,0,,,0
11230536,용신동,11530770,오류1동,253.63,72.61,19290.49,19.29,58,11230536,11530770,0,,,0
11140605,을지로동,11230536,용신동,251.62,34.28,3463.34,3.463,83,11140605,11230536,0,,,0
11230536,용신동,11260550,면목5동,251.12,19.36,3066.33,3.066,72,11230536,11260550,0,,,0
11230536,용신동,11320670,쌍문2동,250.91,69.38,8894.41,8.894,68,11230536,11320670,0,,,0
11230536,용신동,11200570,행당2동,249.26,25.51,2461.51,2.462,67,11230536,11200570,0,,,0
11620615,중앙동,11230536,용신동,246.83,71.08,12453.3,12.453,78,11620615,11230536,0,,,0
11230536,용신동,11650580,반포3동,244.03,48.72,7661.29,7.661,70,11230536,11650580,0,,,0
11230536,용신동,11530730,고척2동,242.84,67.67,17959.6,17.96,63,11230536,11530730,0,,,0
11470640,신정3동,11230536,용신동,242.26,95.07,17827.09,17.827,66,11470640,11230536,0,,,0
11230536,용신동,11740515,강일동,241.22,63.31,12447.28,12.447,67,11230536,11740515,0,,,0
11230536,용신동,11410640,홍제3동,239.73,35.21,7878.17,7.878,65,11230536,11410640,0,,,0
11230536,용신동,11620685,신사동,238.35,59.59,14285.91,14.286,72,11230536,11620685,0,,,0
11650652,양재2동,11230536,용신동,234.39,59.45,12871.43,12.871,76,11650652,11230536,0,,,0
11230536,용신동,11170520,용산2가동,233.39,38.89,5575.13,5.575,67,11230536,11170520,0,,,0
11530800,항동,11230536,용신동,228.51,82.54,20557.28,20.557,64,11530800,11230536,0,,,0
11230536,용신동,11440720,성산1동,227.63,52.38,10303.82,10.304,63,11230536,11440720,0,,,0
11230536,용신동,11260600,중화1동,226.89,37.68,4737.1,4.737,75,11230536,11260600,0,,,0
11545640,독산4동,11230536,용신동,223.11,79.45,16869.59,16.87,63,11545640,11230536,0,,,0
11230536,용신동,11410555,북아현동,220.07,47.31,7352.98,7.353,63,11230536,11410555,0,,,0
11230536,용신동,11545670,시흥1동,218.21,91.1,18462.55,18.463,60,11230536,11545670,0,,,0
11560660,신길4동,11230536,용신동,217.72,61.6,12390.37,12.39,65,11560660,11230536,0,,,0
11170590,용문동,11230536,용신동,216.91,53.54,8059.72,8.06,71,11170590,11230536,0,,,0
11230536,용신동,11710561,방이1동,216.0,56.6,10836.95,10.837,60,11230536,11710561,0,,,0
11140680,중림동,11230536,용신동,214.61,53.63,6017.78,6.018,65,11140680,11230536,0,,,0
11230536,용신동,11410700,남가좌2동,212.11,63.27,10132.61,10.133,59,11230536,11410700,0,,,0
11620545,청림동,11230536,용신동,209.84,49.41,11059.22,11.059,63,11620545,11230536,0,,,0
11230536,용신동,11680675,개포3동,207.45,90.26,10001.64,10.002,59,11230536,11680675,0,,,0
11230536,용신동,11710570,오금동,207.24,78.65,11927.98,11.928,58,11230536,11710570,0,,,0
11230536,용신동,11650620,방배3동,206.85,60.15,11214.02,11.214,58,11230536,11650620,0,,,0
11560690,신길7동,11230536,용신동,206.67,58.42,13048.52,13.049,60,11560690,11230536,0,,,0
11530730,고척2동,11230536,용신동,202.86,66.82,16564.75,16.565,56,11530730,11230536,0,,,0
11230536,용신동,11560680,신길6동,194.66,43.19,13791.81,13.792,55,11230536,11560680,0,,,0
11620765,미성동,11230536,용신동,193.55,104.56,15594.73,15.595,57,11620765,11230536,0,,,0
11230536,용신동,11290580,돈암1동,191.78,42.2,2421.68,2.422,61,11230536,11290580,0,,,0
11230536,용신동,11590510,노량진1동,191.69,59.58,10803.45,10.803,57,11230536,11590510,0,,,0
11230536,용신동,11710610,삼전동,185.69,80.4,9660.97,9.661,50,11230536,11710610,0,,,0
11230536,용신동,11320521,도봉1동,184.62,43.12,11154.37,11.154,49,11230536,11320521,0,,,0
11230536,용신동,11440710,연남동,178.08,55.11,9998.0,9.998,52,11230536,11440710,0,,,0
11680750,수서동,11230536,용신동,177.32,62.07,11435.71,11.436,53,11680750,11230536,0,,,0
11680730,일원1동,11230536,용신동,175.88,61.16,10560.89,10.561,54,11680730,11230536,0,,,0
11230536,용신동,11290780,장위3동,165.05,32.38,4970.73,4.971,49,11230536,11290780,0,,,0
11230536,용신동,11740530,명일1동,163.63,76.67,9640.48,9.64,46,11230536,11740530,0,,,0
11545690,시흥3동,11230536,용신동,161.73,106.0,18278.73,18.279,44,11545690,11230536,0,,,0
11230536,용신동,11350624,중계4동,155.91,60.27,9978.52,9.979,46,11230536,11350624,0,,,0
11230536,용신동,11320660,쌍문1동,152.63,61.04,8654.08,8.654,40,11230536,11320660,0,,,0
11140580,장충동,11230536,용신동,144.07,40.95,3261.3,3.261,43,11140580,11230536,0,,,0
11230536,용신동,11560650,신길3동,143.11,58.33,13142.76,13.143,50,11230536,11560650,0,,,0
11620655,신원동,11230536,용신동,133.01,67.12,14386.92,14.387,39,11620655,11230536,0,,,0
11500570,화곡4동,11230536,용신동,132.13,71.29,16171.95,16.172,31,11500570,11230536,0,,,0
11230536,용신동,11620630,남현동,131.98,80.2,12126.38,12.126,37,11230536,11620630,0,,,0
11470630,신정2동,11230536,용신동,128.55,63.19,14641.4,14.641,37,11470630,11230536,0,,,0
11230536,용신동,11170640,이촌2동,125.66,57.29,8405.34,8.405,36,11230536,11170640,0,,,0
11230536,용신동,11560515,영등포본동,124.78,64.48,12448.93,12.449,34,11230536,11560515,0,,,0
11470611,신월7동,11230536,용신동,124.04,69.33,18309.08,18.309,35,11470611,11230536,0,,,0
11230536,용신동,11200580,응봉동,123.86,42.4,2671.69,2.672,35,11230536,11200580,0,,,0
11230536,용신동,11710647,위례동,112.83,58.98,14088.68,14.089,35,11230536,11710647,0,,,0
11230536,용신동,11380530,불광2동,104.45,49.8,11742.4,11.742,30,11230536,11380530,0,,,0
11500550,화곡2동,11230536,용신동,102.25,78.27,16403.92,16.404,32,11500550,11230536,0,,,0
11470570,신월2동,11230536,용신동,101.16,63.18,17646.05,17.646,24,11470570,11230536,0,,,0
11230536,용신동,11560630,신길1동,98.44,59.52,12707.88,12.708,30,11230536,11560630,0,,,0
11230536,용신동,11350570,월계2동,96.68,53.14,6406.05,6.406,26,11230536,11350570,0,,,0
11230536,용신동,11410685,홍은2동,96.33,67.68,9033.72,9.034,27,11230536,11410685,0,,,0
11230536,용신동,11350625,중계2.3동,95.96,50.97,7484.0,7.484,27,11230536,11350625,0,,,0
11230536,용신동,11380560,구산동,91.15,59.22,11124.84,11.125,25,11230536,11380560,0,,,0
11560620,양평2동,11230536,용신동,88.54,54.41,12940.48,12.94,29,11560620,11230536,0,,,0
11680510,신사동,11230536,용신동,86.92,62.83,5827.14,5.827,26,11680510,11230536,0,,,0
11230536,용신동,11710550,마천2동,85.51,69.05,13654.75,13.655,25,11230536,11710550,0,,,0
11230536,용신동,11470520,목2동,81.38,113.16,15433.01,15.433,23,11230536,11470520,0,,,0
11230536,용신동,11170700,보광동,78.66,43.31,5985.68,5.986,24,11230536,11170700,0,,,0
11470540,목4동,11230536,용신동,78.13,74.44,14958.15,14.958,21,11470540,11230536,0,,,0
11230536,용신동,11620565,성현동,77.81,51.78,11805.12,11.805,20,11230536,11620565,0,,,0
11230536,용신동,11530720,고척1동,76.06,69.52,17675.28,17.675,23,11230536,11530720,0,,,0
11230536,용신동,11410655,홍제2동,73.93,36.16,7138.14,7.138,20,11230536,11410655,0,,,0
11230536,용신동,11350665,상계3.4동,73.71,42.7,11413.64,11.414,22,11230536,11350665,0,,,0
11230536,용신동,11560720,대림3동,72.46,77.14,14410.33,14.41,17,11230536,11560720,0,,,0
11230536,용신동,11350700,상계8동,71.66,44.97,10602.94,10.603,21,11230536,11350700,0,,,0
11230536,용신동,11590640,사당3동,71.28,108.61,10978.11,10.978,18,11230536,11590640,0,,,0
11140520,소공동,11230536,용신동,71.07,30.56,4946.62,4.947,22,11140520,11230536,0,,,0
11230536,용신동,11620615,중앙동,69.49,73.18,12660.9,12.661,20,11230536,11620615,0,,,0
11230536,용신동,11620645,서원동,69.08,74.7,13509.9,13.51,19,11230536,11620645,0,,,0
11230536,용신동,11500560,화곡3동,66.5,147.32,17792.32,17.792,16,11230536,11500560,0,,,0
11230536,용신동,11320710,방학3동,66.01,46.24,9601.94,9.602,20,11230536,11320710,0,,,0
11230536,용신동,11290760,장위1동,65.78,36.7,4729.49,4.729,20,11230536,11290760,0,,,0
11230536,용신동,11545630,독산3동,65.25,77.97,16818.41,16.818,18,11230536,11545630,0,,,0
11230536,용신동,11530750,개봉2동,63.32,74.21,17259.14,17.259,13,11230536,11530750,0,,,0
11230536,용신동,11545690,시흥3동,58.66,66.84,19630.98,19.631,17,11230536,11545690,0,,,0
11500620,공항동,11230536,용신동,57.62,76.34,19311.21,19.311,17,11500620,11230536,0,,,0
11230536,용신동,11740600,천호1동,55.45,35.82,9900.36,9.9,16,11230536,11740600,0,,,0
11230536,용신동,11620665,서림동,55.05,94.28,14962.36,14.962,15,11230536,11620665,0,,,0
11230536,용신동,11305608,번3동,54.77,45.05,5906.09,5.906,16,11230536,11305608,0,,,0
11230536,용신동,11305615,수유1동,51.77,42.8,6081.14,6.081,18,11230536,11305615,0,,,0
11230536,용신동,11320513,창3동,51.42,38.13,6675.14,6.675,14,11230536,11320513,0,,,0
11230536,용신동,11590540,상도2동,48.5,79.99,11028.27,11.028,15,11230536,11590540,0,,,0
11230536,용신동,11350630,상계1동,47.66,80.32,11325.83,11.326,15,11230536,11350630,0,,,0
11230536,용신동,11710646,장지동,47.6,63.73,13098.71,13.099,17,11230536,11710646,0,,,0
11230536,용신동,11380600,응암3동,47.57,73.5,10619.33,10.619,13,11230536,11380600,0,,,0
11230536,용신동,11320511,창1동,45.95,78.35,7934.87,7.935,14,11230536,11320511,0,,,0
11470620,신정1동,11230536,용신동,45.09,78.25,16549.18,16.549,12,11470620,11230536,0,,,0
11500530,등촌2동,11230536,용신동,43.7,92.31,15996.56,15.997,9,11500530,11230536,0,,,0
11230536,용신동,11470550,목5동,43.65,65.08,14680.77,14.681,13,11230536,11470550,0,,,0
11230536,용신동,11380520,불광1동,42.88,70.09,10222.36,10.222,13,11230536,11380520,0,,,0
11230536,용신동,11380552,갈현2동,42.0,87.25,11929.17,11.929,12,11230536,11380552,0,,,0
11230536,용신동,11590605,흑석동,41.46,42.88,9741.39,9.741,16,11230536,11590605,0,,,0
11230536,용신동,11710532,거여2동,39.69,81.23,14144.17,14.144,10,11230536,11710532,0,,,0
11230536,용신동,11410710,북가좌1동,38.18,58.9,10389.21,10.389,11,11230536,11410710,0,,,0
11470580,신월3동,11230536,용신동,38.14,89.52,18541.65,18.542,9,11470580,11230536,0,,,0
11230536,용신동,11470630,신정2동,37.65,61.29,14943.59,14.944,11,11230536,11470630,0,,,0
11230536,용신동,11560690,신길7동,35.59,138.86,12992.04,12.992,9,11230536,11560690,0,,,0
11230536,용신동,11305534,삼양동,35.59,43.49,5543.33,5.543,10,11230536,11305534,0,,,0
11230536,용신동,11410660,홍은1동,33.98,49.46,7680.82,7.681,10,11230536,11410660,0,,,0
11230536,용신동,11560700,대림1동,33.68,64.48,14677.71,14.678,9,11230536,11560700,0,,,0
11230536,용신동,11530780,오류2동,31.61,103.38,20316.19,20.316,9,11230536,11530780,0,,,0
11230536,용신동,11620585,낙성대동,28.04,83.64,12718.18,12.718,8,11230536,11620585,0,,,0
11230536,용신동,11530800,항동,27.47,62.44,20698.0,20.698,8,11230536,11530800,0,,,0
11230536,용신동,11680660,개포1동,27.05,89.49,10668.89,10.669,6,11230536,11680660,0,,,0
11230536,용신동,11350670,상계5동,26.99,73.25,10131.52,10.132,8,11230536,11350670,0,,,0
11230536,용신동,11500630,방화1동,26.55,73.36,19176.9,19.177,8,11230536,11500630,0,,,0
